speed,force
16.530423823430038,718.4404283162904
17.883039148298472,706.9606191923282
19.42723961106851,693.562555896355
20.971440073838547,680.1223603258662
22.515640536608583,666.5979002063461
24.05984099937862,653.0313078123104
25.604041462148654,638.8748635750558
27.14824192491869,624.0443029455508
28.692442387688725,608.160435453155
30.23664285045876,591.2454778439353
31.780843313228797,576.5704273475055
33.325043775998836,557.517441485357
34.86924423876887,539.0213729729917
36.41344470153891,520.3989076370792
37.95764516430894,501.8607068501981
39.50184562707898,483.23824151428573
40.93574605679402,466.00614123738944
